id	name	lat_lon	env_broad_scale	env_broad_scale_label	env_local_scale	env_local_scale_label	env_medium	env_medium_label	geo_loc_name	collection_date	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	depth	add_date	community	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	subsurface_depth	host_name
gold:Gb0154771	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera39	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.27.56.288000000 AM	enriched cells	marine sediment	Roland_Nextera39	Santa Monica Basin, California, USA	17-JUN-19 07.44.56.003000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154772	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera40	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.27.57.406000000 AM	enriched cells	marine sediment	Roland_Nextera40	Santa Monica Basin, California, USA	17-JUN-19 07.44.50.983000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154773	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera41	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.27.58.580000000 AM	enriched cells	marine sediment	Roland_Nextera41	Santa Monica Basin, California, USA	17-JUN-19 07.44.48.725000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154774	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera42	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.27.59.791000000 AM	enriched cells	marine sediment	Roland_Nextera42	Santa Monica Basin, California, USA	17-JUN-19 07.44.56.551000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154775	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera43	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.01.011000000 AM	enriched cells	marine sediment	Roland_Nextera43	Santa Monica Basin, California, USA	17-JUN-19 07.44.48.101000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154776	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera44	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.02.213000000 AM	enriched cells	marine sediment	Roland_Nextera44	Santa Monica Basin, California, USA	17-JUN-19 07.44.49.294000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154777	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera45	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.03.326000000 AM	enriched cells	marine sediment	Roland_Nextera45	Santa Monica Basin, California, USA	17-JUN-19 07.15.28.143000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154778	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera46	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.04.509000000 AM	enriched cells	marine sediment	Roland_Nextera46	Santa Monica Basin, California, USA	17-JUN-19 07.12.42.143000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154779	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera47	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.05.615000000 AM	enriched cells	marine sediment	Roland_Nextera47	Santa Monica Basin, California, USA	17-JUN-19 07.15.25.838000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154780	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera48	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.06.911000000 AM	enriched cells	marine sediment	Roland_Nextera48	Santa Monica Basin, California, USA	17-JUN-19 07.15.34.607000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154781	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera49	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.08.037000000 AM	enriched cells	marine sediment	Roland_Nextera49	Santa Monica Basin, California, USA	17-JUN-19 07.15.30.478000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154782	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera50	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.09.182000000 AM	enriched cells	marine sediment	Roland_Nextera50	Santa Monica Basin, California, USA	17-JUN-19 07.15.26.996000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154783	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera51	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.10.279000000 AM	enriched cells	marine sediment	Roland_Nextera51	Santa Monica Basin, California, USA	17-JUN-19 07.15.23.229000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154784	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera52	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.11.433000000 AM	enriched cells	marine sediment	Roland_Nextera52	Santa Monica Basin, California, USA	17-JUN-19 07.15.36.337000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154785	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera53	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.12.547000000 AM	enriched cells	marine sediment	Roland_Nextera53	Santa Monica Basin, California, USA	17-JUN-19 07.15.22.569000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154786	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera54	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.13.707000000 AM	enriched cells	marine sediment	Roland_Nextera54	Santa Monica Basin, California, USA	17-JUN-19 07.12.42.709000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154787	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera55	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.14.888000000 AM	enriched cells	marine sediment	Roland_Nextera55	Santa Monica Basin, California, USA	17-JUN-19 07.15.37.455000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154788	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera56	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.15.991000000 AM	enriched cells	marine sediment	Roland_Nextera56	Santa Monica Basin, California, USA	17-JUN-19 07.15.36.894000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154789	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera57	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.17.082000000 AM	enriched cells	marine sediment	Roland_Nextera57	Santa Monica Basin, California, USA	17-JUN-19 07.15.27.583000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154790	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera58	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.18.399000000 AM	enriched cells	marine sediment	Roland_Nextera58	Santa Monica Basin, California, USA	17-JUN-19 07.15.29.890000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154791	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera59	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.19.617000000 AM	enriched cells	marine sediment	Roland_Nextera59	Santa Monica Basin, California, USA	17-JUN-19 07.15.24.053000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154792	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera60	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.20.842000000 AM	enriched cells	marine sediment	Roland_Nextera60	Santa Monica Basin, California, USA	17-JUN-19 07.15.35.185000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154793	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera61	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.21.956000000 AM	enriched cells	marine sediment	Roland_Nextera61	Santa Monica Basin, California, USA	17-JUN-19 07.15.24.639000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154794	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera62	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.23.333000000 AM	enriched cells	marine sediment	Roland_Nextera62	Santa Monica Basin, California, USA	17-JUN-19 08.22.48.998000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154795	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera63	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.24.471000000 AM	enriched cells	marine sediment	Roland_Nextera63	Santa Monica Basin, California, USA	17-JUN-19 08.22.47.678000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154796	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera64	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.25.569000000 AM	enriched cells	marine sediment	Roland_Nextera64	Santa Monica Basin, California, USA	17-JUN-19 08.22.35.276000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154797	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera65	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.26.767000000 AM	enriched cells	marine sediment	Roland_Nextera65	Santa Monica Basin, California, USA	17-JUN-19 08.22.40.569000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154798	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera66	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.28.110000000 AM	enriched cells	marine sediment	Roland_Nextera66	Santa Monica Basin, California, USA	17-JUN-19 08.22.36.045000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154799	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera67	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.29.378000000 AM	enriched cells	marine sediment	Roland_Nextera67	Santa Monica Basin, California, USA	17-JUN-19 08.22.50.484000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154800	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera68	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.30.471000000 AM	enriched cells	marine sediment	Roland_Nextera68	Santa Monica Basin, California, USA	17-JUN-19 08.22.41.160000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154801	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera69	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.31.567000000 AM	enriched cells	marine sediment	Roland_Nextera69	Santa Monica Basin, California, USA	17-JUN-19 08.22.52.468000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154802	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera70	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.32.650000000 AM	enriched cells	marine sediment	Roland_Nextera70	Santa Monica Basin, California, USA	17-JUN-19 08.22.38.371000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154803	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera71	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.33.737000000 AM	enriched cells	marine sediment	Roland_Nextera71	Santa Monica Basin, California, USA	17-JUN-19 08.22.39.117000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154804	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera72	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.34.831000000 AM	enriched cells	marine sediment	Roland_Nextera72	Santa Monica Basin, California, USA	17-JUN-19 08.22.39.860000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154805	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera73	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.36.036000000 AM	enriched cells	marine sediment	Roland_Nextera73	Santa Monica Basin, California, USA	17-JUN-19 08.22.51.764000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154806	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera74	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.37.241000000 AM	enriched cells	marine sediment	Roland_Nextera74	Santa Monica Basin, California, USA	17-JUN-19 08.22.45.606000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154807	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera75	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.38.326000000 AM	enriched cells	marine sediment	Roland_Nextera75	Santa Monica Basin, California, USA	17-JUN-19 08.22.46.234000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154808	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera76	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.39.465000000 AM	enriched cells	marine sediment	Roland_Nextera76	Santa Monica Basin, California, USA	17-JUN-19 08.55.41.823000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154809	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera77	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.40.562000000 AM	enriched cells	marine sediment	Roland_Nextera77	Santa Monica Basin, California, USA	17-JUN-19 08.55.42.803000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154810	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera78	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.41.745000000 AM	enriched cells	marine sediment	Roland_Nextera78	Santa Monica Basin, California, USA	17-JUN-19 07.44.53.226000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154811	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera79	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.42.892000000 AM	enriched cells	marine sediment	Roland_Nextera79	Santa Monica Basin, California, USA	17-JUN-19 07.44.47.542000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154812	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera80	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.43.988000000 AM	enriched cells	marine sediment	Roland_Nextera80	Santa Monica Basin, California, USA	17-JUN-19 07.44.54.887000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154813	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera81	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.45.117000000 AM	enriched cells	marine sediment	Roland_Nextera81	Santa Monica Basin, California, USA	17-JUN-19 07.44.22.926000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154814	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera82	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.46.259000000 AM	enriched cells	marine sediment	Roland_Nextera82	Santa Monica Basin, California, USA	17-JUN-19 07.44.53.770000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154815	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera83	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.47.364000000 AM	enriched cells	marine sediment	Roland_Nextera83	Santa Monica Basin, California, USA	17-JUN-19 07.44.54.341000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154816	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera84	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.48.458000000 AM	enriched cells	marine sediment	Roland_Nextera84	Santa Monica Basin, California, USA	17-JUN-19 07.44.50.421000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154817	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera85	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.49.549000000 AM	enriched cells	marine sediment	Roland_Nextera85	Santa Monica Basin, California, USA	17-JUN-19 08.22.22.596000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154818	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera86	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.50.684000000 AM	enriched cells	marine sediment	Roland_Nextera86	Santa Monica Basin, California, USA	17-JUN-19 08.22.34.453000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154819	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera87	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.51.866000000 AM	enriched cells	marine sediment	Roland_Nextera87	Santa Monica Basin, California, USA	17-JUN-19 08.22.43.386000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154820	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera88	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.53.102000000 AM	enriched cells	marine sediment	Roland_Nextera88	Santa Monica Basin, California, USA	17-JUN-19 08.22.41.919000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154821	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera89	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.54.244000000 AM	enriched cells	marine sediment	Roland_Nextera89	Santa Monica Basin, California, USA	17-JUN-19 08.22.51.142000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154822	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera90	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.55.457000000 AM	enriched cells	marine sediment	Roland_Nextera90	Santa Monica Basin, California, USA	17-JUN-19 08.22.48.262000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154823	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera91	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.56.559000000 AM	enriched cells	marine sediment	Roland_Nextera91	Santa Monica Basin, California, USA	17-JUN-19 08.22.36.834000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0154824	Enriched cells from marine sediment in Santa Monica Basin, California, USA - Roland_Nextera92	33.0 -118.0	ENVO:00002030	aquatic biome	ENVO:00002450	ocean basin	ENVO:00002113	deep marine sediment	USA: California	2015-06-19	Environmental	Aquatic	Marine	Coastal	Sediment	860.0 m	21-MAY-17 11.28.57.769000000 AM	enriched cells	marine sediment	Roland_Nextera92	Santa Monica Basin, California, USA	17-JUN-19 08.22.44.109000000 PM	marine sediment metagenome	marine basin floor		
gold:Gb0156553	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWOrgControl_Nextera1	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01000159	obsolete organic feature	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 03.30.43.440000000 PM	enriched cells	soil	Alteio_BWOrgControl_Nextera1	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.23.000000000 PM	soil metagenome	forest soil		
gold:Gb0156554	Enriched cells from forest soil in Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States - Alteio_BWOrgControl_Nextera2	42.48 -72.1787	ENVO:01000174	forest biome	ENVO:01000159	obsolete organic feature	ENVO:00002261	forest soil	USA: Massachusetts	2017-05-24	Environmental	Terrestrial	Soil	Unclassified	Forest Soil		28-JUL-17 03.31.05.630000000 PM	enriched cells	soil	Alteio_BWOrgControl_Nextera2	Barre Woods Harvard Forest LTER site, Petersham, Massachusetts, United States	08-JAN-20 02.49.25.000000000 PM	soil metagenome	forest soil		
