id	name	lat_lon	env_broad_scale	env_broad_scale_label	env_local_scale	env_local_scale_label	env_medium	env_medium_label	geo_loc_name	collection_date	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	depth	add_date	community	habitat	identifier	location	mod_date	ncbi_taxonomy_name	sample_collection_site	subsurface_depth	host_name
gold:Gb0191687	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_369	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-09-15	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	22-JUN-18 04.29.20.943000000 PM	microbial communities	soil	ER_DNA_369	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 09.41.01.459000000 AM	soil metagenome	soil		
gold:Gb0191688	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_379	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-09-15	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	22-JUN-18 04.29.22.257000000 PM	microbial communities	soil	ER_DNA_379	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 09.41.01.459000000 AM	soil metagenome	soil		
gold:Gb0191689	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_380	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-09-15	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	22-JUN-18 04.29.23.546000000 PM	microbial communities	soil	ER_DNA_380	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 09.41.01.459000000 AM	soil metagenome	soil		
gold:Gb0191690	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_DNA_381	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-09-15	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	22-JUN-18 04.29.24.773000000 PM	microbial communities	soil	ER_DNA_381	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 09.41.01.459000000 AM	soil metagenome	soil		
gold:Gb0191784	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-10	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.1 m	22-JUN-18 04.31.40.046000000 PM	microbial communities	salt marsh	WE1602-10	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.38.241000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191785	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-20	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.2 m	22-JUN-18 04.31.42.066000000 PM	microbial communities	salt marsh	WE1602-20	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.34.825000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191786	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-30	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.3 m	22-JUN-18 04.31.43.482000000 PM	microbial communities	salt marsh	WE1602-30	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.35.337000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191787	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-40	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.4 m	22-JUN-18 04.31.44.837000000 PM	microbial communities	salt marsh	WE1602-40	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.13.611000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191788	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-70	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.7 m	22-JUN-18 04.31.46.264000000 PM	microbial communities	salt marsh	WE1602-70	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.39.297000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191789	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1602-90	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.9 m	22-JUN-18 04.31.47.625000000 PM	microbial communities	salt marsh	WE1602-90	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.27.630000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191790	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-10	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.1 m	22-JUN-18 04.31.49.001000000 PM	microbial communities	salt marsh	WE1603-10	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.25.425000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191791	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-20	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.2 m	22-JUN-18 04.31.50.596000000 PM	microbial communities	salt marsh	WE1603-20	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.16.319000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191792	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-30	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.3 m	22-JUN-18 04.31.51.830000000 PM	microbial communities	salt marsh	WE1603-30	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.22.386000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191793	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-40	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.4 m	22-JUN-18 04.31.53.087000000 PM	microbial communities	salt marsh	WE1603-40	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.43.771000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191794	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-190	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	1.9 m	22-JUN-18 04.31.54.683000000 PM	microbial communities	salt marsh	WE1603-190	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.18.699000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191795	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-240	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	2.4 m	22-JUN-18 04.31.56.013000000 PM	microbial communities	salt marsh	WE1603-240	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.18.119000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191796	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-230	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	2.3 m	22-JUN-18 04.31.57.337000000 PM	microbial communities	salt marsh	WE1603-230	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.22.714000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191797	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-130	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	1.3 m	22-JUN-18 04.31.58.733000000 PM	microbial communities	salt marsh	WE1603-130	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.13.116000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191798	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-170	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	1.7 m	22-JUN-18 04.32.00.190000000 PM	microbial communities	salt marsh	WE1603-170	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.43.118000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191799	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-150	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	1.5 m	22-JUN-18 04.32.01.531000000 PM	microbial communities	salt marsh	WE1603-150	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.36.301000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191800	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-210	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	2.1 m	22-JUN-18 04.32.02.833000000 PM	microbial communities	salt marsh	WE1603-210	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.44.346000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191801	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-220	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	2.2 m	22-JUN-18 04.32.04.235000000 PM	microbial communities	salt marsh	WE1603-220	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.23.219000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191802	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-70	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.7 m	22-JUN-18 04.32.05.710000000 PM	microbial communities	salt marsh	WE1604-70	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.41.940000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191803	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-40	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.4 m	22-JUN-18 04.32.07.117000000 PM	microbial communities	salt marsh	WE1604-40	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.20.817000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191804	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-90	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.9 m	22-JUN-18 04.32.08.490000000 PM	microbial communities	salt marsh	WE1603-90	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.16.919000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191805	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1603-110	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	1.1 m	22-JUN-18 04.32.09.860000000 PM	microbial communities	salt marsh	WE1603-110	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.28.215000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191806	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-90	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.9 m	22-JUN-18 04.32.11.347000000 PM	microbial communities	salt marsh	WE1604-90	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.49.461000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191807	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-10	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.1 m	22-JUN-18 04.32.12.991000000 PM	microbial communities	salt marsh	WE1604-10	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.14.650000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191808	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-20	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.2 m	22-JUN-18 04.32.14.489000000 PM	microbial communities	salt marsh	WE1604-20	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.52.857000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191809	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - WE1604-30	42.75899999999999 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.3 m	22-JUN-18 04.32.15.933000000 PM	microbial communities	salt marsh	WE1604-30	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.29.473000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191810	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - SW1601-220	42.722 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	2.2 m	22-JUN-18 04.32.17.332000000 PM	microbial communities	salt marsh	SW1601-220	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.52.31.482000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191811	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - SW1603-40	42.722 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.4 m	22-JUN-18 04.32.18.899000000 PM	microbial communities	salt marsh	SW1603-40	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.39.820000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191812	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - SW1603-30	42.722 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.3 m	22-JUN-18 04.32.20.206000000 PM	microbial communities	salt marsh	SW1603-30	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.53.21.715000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0191813	Salt marsh sediment microbial communities from the Plum Island Ecosystem LTER, Massachusetts, United States - SW1603-20	42.722 -70.891	ENVO:01000022	marine salt marsh biome	ENVO:00000316	intertidal zone	ENVO:00000054	saline marsh	USA: Massachusetts	2016-06-09	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	0.2 m	22-JUN-18 04.32.21.588000000 PM	microbial communities	salt marsh	SW1603-20	salt marshes at the Plum Island Ecosystem LTER, Massachusetts, United States	16-JUN-19 01.51.40.329000000 AM	salt marsh metagenome	Salt marsh sediment		
gold:Gb0192078	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_139	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.35.51.854000000 PM	microbial communities	soil	ER_RNA_139	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192079	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_140	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.35.52.488000000 PM	microbial communities	soil	ER_RNA_140	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192080	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_141	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	12-JUL-18 03.35.53.072000000 PM	microbial communities	soil	ER_RNA_141	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192081	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_142	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.35.53.656000000 PM	microbial communities	soil	ER_RNA_142	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192082	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_143	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.35.54.246000000 PM	microbial communities	soil	ER_RNA_143	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192083	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_144	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	12-JUL-18 03.35.54.827000000 PM	microbial communities	soil	ER_RNA_144	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192105	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_148	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.36.08.737000000 PM	microbial communities	soil	ER_RNA_148	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192106	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_149	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.36.09.322000000 PM	microbial communities	soil	ER_RNA_149	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192107	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_150	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	12-JUL-18 03.36.09.915000000 PM	microbial communities	soil	ER_RNA_150	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192108	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_151	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.36.10.503000000 PM	microbial communities	soil	ER_RNA_151	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192109	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_152	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.36.11.094000000 PM	microbial communities	soil	ER_RNA_152	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192110	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_153	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	12-JUL-18 03.36.11.694000000 PM	microbial communities	soil	ER_RNA_153	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192111	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_157	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.36.12.284000000 PM	microbial communities	soil	ER_RNA_157	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192112	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_158	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.36.12.876000000 PM	microbial communities	soil	ER_RNA_158	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192113	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_159	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-05-09	Environmental	Terrestrial	Soil	Unclassified	Unclassified	20.0 m	12-JUL-18 03.36.13.466000000 PM	microbial communities	soil	ER_RNA_159	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192114	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_181	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-06-08	Environmental	Terrestrial	Soil	Unclassified	Unclassified	5.0 m	12-JUL-18 03.36.14.060000000 PM	microbial communities	soil	ER_RNA_181	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
gold:Gb0192115	Soil microbial communities from the East River watershed near Crested Butte, Colorado, United States - ER_RNA_182	38.9206 -106.9489	ENVO:00000446	terrestrial biome	ENVO:00000292	watershed	ENVO:00001998	soil	USA: Colorado	2017-06-08	Environmental	Terrestrial	Soil	Unclassified	Unclassified	10.0 m	12-JUL-18 03.36.14.658000000 PM	microbial communities	soil	ER_RNA_182	The East River watershed near Crested Butte, Colorado, USA	01-OCT-19 08.27.33.578000000 AM	soil metagenome	soil		
